<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.BTC-USD,1,20230113,144900,18907.7500000,18922.1200000,18905.5300000,18913.1800000,54
GDAX.BTC-USD,1,20230113,145000,18911.4200000,18928.8900000,18911.4100000,18927.8600000,23
GDAX.BTC-USD,1,20230113,145100,18927.8000000,18927.8000000,18915.1100000,18915.3300000,16
GDAX.BTC-USD,1,20230113,145200,18916.2300000,18925.4900000,18916.2300000,18923.3600000,30
GDAX.BTC-USD,1,20230113,145300,18923.2600000,18933.1200000,18917.8100000,18925.1500000,18
GDAX.BTC-USD,1,20230113,145400,18925.1600000,18944.5200000,18924.5900000,18940.0300000,23
GDAX.BTC-USD,1,20230113,145500,18940.0200000,18946.8800000,18933.5100000,18939.1500000,20
GDAX.BTC-USD,1,20230113,145600,18938.2300000,18938.4000000,18926.4800000,18928.1600000,17
GDAX.BTC-USD,1,20230113,145700,18926.5400000,18935.9700000,18924.7400000,18925.8100000,25
GDAX.BTC-USD,1,20230113,145800,18924.8200000,18924.8300000,18910.3000000,18917.1800000,58
GDAX.BTC-USD,1,20230113,145900,18917.9600000,18925.0100000,18917.9600000,18921.0500000,30
GDAX.BTC-USD,1,20230113,150000,18922.5300000,18923.7500000,18910.2700000,18912.4700000,50
GDAX.BTC-USD,1,20230113,150100,18912.1300000,18912.1300000,18899.2300000,18899.2300000,27
GDAX.BTC-USD,1,20230113,150200,18899.2400000,18909.4900000,18897.4000000,18908.1700000,66
GDAX.BTC-USD,1,20230113,150300,18908.1700000,18914.0800000,18897.9100000,18903.6400000,61
GDAX.BTC-USD,1,20230113,150400,18901.9700000,18903.4700000,18888.0300000,18898.6700000,145
GDAX.BTC-USD,1,20230113,150500,18897.9900000,18902.9500000,18895.4300000,18899.1000000,105
GDAX.BTC-USD,1,20230113,150600,18899.0900000,18904.6800000,18891.4400000,18900.0000000,127
GDAX.BTC-USD,1,20230113,150700,18900.0000000,18908.4600000,18896.0600000,18896.0900000,39
GDAX.BTC-USD,1,20230113,150800,18897.2900000,18900.4600000,18886.0400000,18896.7100000,35
GDAX.BTC-USD,1,20230113,150900,18896.7100000,18908.4900000,18890.7700000,18908.4900000,21
GDAX.BTC-USD,1,20230113,151000,18907.8700000,18913.1800000,18905.9500000,18909.1900000,33
GDAX.BTC-USD,1,20230113,151100,18910.2700000,18918.6300000,18909.2200000,18915.8700000,38
GDAX.BTC-USD,1,20230113,151200,18915.9100000,18922.1100000,18910.1000000,18917.1400000,28
GDAX.BTC-USD,1,20230113,151300,18915.1200000,18923.4400000,18911.5300000,18920.5500000,33
GDAX.BTC-USD,1,20230113,151400,18920.8800000,18924.1600000,18915.3000000,18922.8500000,17
GDAX.BTC-USD,1,20230113,151500,18923.2200000,18923.2200000,18915.2000000,18915.2000000,22
GDAX.BTC-USD,1,20230113,151600,18915.2900000,18927.3400000,18912.9600000,18926.5000000,16
GDAX.BTC-USD,1,20230113,151700,18927.3400000,18930.7800000,18924.6100000,18929.4600000,22
GDAX.BTC-USD,1,20230113,151800,18928.7900000,18929.8700000,18917.5300000,18929.2500000,28
GDAX.BTC-USD,1,20230113,151900,18927.7300000,18934.5500000,18927.1700000,18933.9100000,13
GDAX.BTC-USD,1,20230113,152000,18933.1400000,18933.5600000,18919.0900000,18920.3600000,23
GDAX.BTC-USD,1,20230113,152100,18920.3100000,18923.7700000,18914.7700000,18916.0600000,13
GDAX.BTC-USD,1,20230113,152200,18916.0400000,18916.6800000,18902.4300000,18902.8300000,32
GDAX.BTC-USD,1,20230113,152300,18902.9300000,18907.1900000,18896.2100000,18904.3400000,23
GDAX.BTC-USD,1,20230113,152400,18904.3200000,18906.3800000,18895.8000000,18900.9500000,18
GDAX.BTC-USD,1,20230113,152500,18900.9600000,18904.8700000,18894.8500000,18904.4500000,33
GDAX.BTC-USD,1,20230113,152600,18904.4300000,18904.4300000,18888.0000000,18891.8200000,50
GDAX.BTC-USD,1,20230113,152700,18890.2000000,18895.7200000,18875.9700000,18883.0400000,63
GDAX.BTC-USD,1,20230113,152800,18881.3500000,18894.2300000,18876.5200000,18889.8400000,50
GDAX.BTC-USD,1,20230113,152900,18890.4200000,18892.6600000,18885.3400000,18891.4700000,29
GDAX.BTC-USD,1,20230113,153000,18891.0200000,18891.0200000,18880.6400000,18881.1500000,27
GDAX.BTC-USD,1,20230113,153100,18881.1600000,18882.1200000,18871.6300000,18875.5800000,59
GDAX.BTC-USD,1,20230113,153200,18875.5500000,18897.0600000,18875.2800000,18897.0600000,53
GDAX.BTC-USD,1,20230113,153300,18896.8500000,18904.1400000,18891.5000000,18893.2200000,32
GDAX.BTC-USD,1,20230113,153400,18892.5500000,18902.0000000,18892.2200000,18900.3600000,14
GDAX.BTC-USD,1,20230113,153500,18901.6800000,18904.8100000,18893.4200000,18897.3700000,12
GDAX.BTC-USD,1,20230113,153600,18897.3300000,18899.0300000,18887.6000000,18888.4900000,18
GDAX.BTC-USD,1,20230113,153700,18888.5000000,18898.5800000,18876.8900000,18898.5400000,17
GDAX.BTC-USD,1,20230113,153800,18898.5800000,18900.0000000,18884.1800000,18885.5600000,27
GDAX.BTC-USD,1,20230113,153900,18885.5600000,18894.3200000,18881.1200000,18890.9800000,24
GDAX.BTC-USD,1,20230113,154000,18891.0800000,18897.4900000,18887.2500000,18888.8300000,29
GDAX.BTC-USD,1,20230113,154100,18889.6700000,18890.2400000,18879.4900000,18879.4900000,26
GDAX.BTC-USD,1,20230113,154200,18880.3100000,18882.2000000,18870.3000000,18871.9800000,21
GDAX.BTC-USD,1,20230113,154300,18872.2900000,18881.8300000,18868.4600000,18873.6700000,25
GDAX.BTC-USD,1,20230113,154400,18873.6500000,18878.9600000,18869.4400000,18872.6300000,13
GDAX.BTC-USD,1,20230113,154500,18872.6300000,18879.8200000,18868.9300000,18875.2200000,34
GDAX.BTC-USD,1,20230113,154600,18875.4800000,18893.5800000,18874.2100000,18891.0000000,36
GDAX.BTC-USD,1,20230113,154700,18890.2700000,18898.7300000,18885.3000000,18886.1500000,32
GDAX.BTC-USD,1,20230113,154800,18886.0200000,18892.3800000,18883.5000000,18888.5000000,21
GDAX.BTC-USD,1,20230113,154900,18888.2800000,18888.2800000,18872.9700000,18880.5700000,35
GDAX.BTC-USD,1,20230113,155000,18878.5600000,18880.3000000,18856.6300000,18864.5900000,49
GDAX.BTC-USD,1,20230113,155100,18865.3100000,18873.0500000,18859.6200000,18871.8100000,24
GDAX.BTC-USD,1,20230113,155200,18871.8100000,18875.0500000,18866.2200000,18866.2200000,26
GDAX.BTC-USD,1,20230113,155300,18868.1100000,18868.2900000,18826.9500000,18840.6500000,120
GDAX.BTC-USD,1,20230113,155400,18840.6400000,18848.4400000,18831.8100000,18834.5200000,37
GDAX.BTC-USD,1,20230113,155500,18834.8400000,18840.9200000,18811.5100000,18840.9200000,72
GDAX.BTC-USD,1,20230113,155600,18841.7500000,18856.4600000,18839.3300000,18855.4600000,35
GDAX.BTC-USD,1,20230113,155700,18855.4300000,18857.3700000,18839.0500000,18840.2800000,31
GDAX.BTC-USD,1,20230113,155800,18839.7300000,18855.3700000,18839.7300000,18844.9400000,23
GDAX.BTC-USD,1,20230113,155900,18843.1300000,18864.5400000,18843.0400000,18862.6800000,36
GDAX.BTC-USD,1,20230113,160000,18862.6800000,18869.2300000,18860.8400000,18866.6900000,30
GDAX.BTC-USD,1,20230113,160100,18866.6800000,18878.3800000,18865.4100000,18866.3700000,33
GDAX.BTC-USD,1,20230113,160200,18864.9900000,18865.2200000,18837.6500000,18839.7400000,33
GDAX.BTC-USD,1,20230113,160300,18837.7000000,18852.7900000,18837.7000000,18847.1800000,30
GDAX.BTC-USD,1,20230113,160400,18847.3700000,18847.3700000,18834.4500000,18841.3200000,18
GDAX.BTC-USD,1,20230113,160500,18840.2900000,18847.2500000,18834.2700000,18835.3400000,21
GDAX.BTC-USD,1,20230113,160600,18835.2900000,18849.2700000,18834.6000000,18844.3500000,41
GDAX.BTC-USD,1,20230113,160700,18843.7600000,18847.7000000,18823.4900000,18829.1700000,53
GDAX.BTC-USD,1,20230113,160800,18827.9800000,18830.2600000,18809.2500000,18826.8200000,66
GDAX.BTC-USD,1,20230113,160900,18827.7000000,18836.1300000,18826.8500000,18835.4800000,28
GDAX.BTC-USD,1,20230113,161000,18835.6400000,18841.8900000,18831.9200000,18839.9700000,39
GDAX.BTC-USD,1,20230113,161100,18839.7700000,18843.4400000,18835.4900000,18838.7200000,37
GDAX.BTC-USD,1,20230113,161200,18839.6100000,18843.4500000,18836.5700000,18840.9200000,20
GDAX.BTC-USD,1,20230113,161300,18840.9000000,18851.1700000,18838.7400000,18850.2300000,25
GDAX.BTC-USD,1,20230113,161400,18849.5900000,18852.0600000,18845.3600000,18846.2200000,17
GDAX.BTC-USD,1,20230113,161500,18846.2200000,18849.2300000,18835.3600000,18838.5700000,59
GDAX.BTC-USD,1,20230113,161600,18838.3100000,18859.6000000,18835.2000000,18859.2100000,38
GDAX.BTC-USD,1,20230113,161700,18859.0300000,18884.5100000,18859.0300000,18877.4900000,38
GDAX.BTC-USD,1,20230113,161800,18878.5900000,18889.3300000,18871.5600000,18877.8800000,37
GDAX.BTC-USD,1,20230113,161900,18878.2000000,18880.8800000,18866.6000000,18871.4300000,34
GDAX.BTC-USD,1,20230113,162000,18871.3900000,18883.9600000,18866.0400000,18879.6100000,30
GDAX.BTC-USD,1,20230113,162100,18879.5900000,18884.1200000,18870.0300000,18877.8100000,21
GDAX.BTC-USD,1,20230113,162200,18877.8100000,18885.2600000,18874.0900000,18883.0700000,17
GDAX.BTC-USD,1,20230113,162300,18885.1000000,18889.0200000,18884.0900000,18887.2000000,19
GDAX.BTC-USD,1,20230113,162400,18886.8000000,18887.7100000,18880.0000000,18886.6900000,24
GDAX.BTC-USD,1,20230113,162500,18885.9600000,18886.7300000,18873.3000000,18877.3800000,24
GDAX.BTC-USD,1,20230113,162600,18877.3800000,18881.2500000,18868.4200000,18868.4500000,19
GDAX.BTC-USD,1,20230113,162700,18868.4600000,18877.8000000,18866.4700000,18877.1200000,32
GDAX.BTC-USD,1,20230113,162800,18877.1200000,18879.3000000,18875.0900000,18877.9800000,13
GDAX.BTC-USD,1,20230113,162900,18877.9200000,18880.1700000,18867.0300000,18874.0800000,18
GDAX.BTC-USD,1,20230113,163000,18874.0700000,18876.0200000,18859.7700000,18873.1800000,42
GDAX.BTC-USD,1,20230113,163100,18873.1800000,18884.1700000,18870.8600000,18877.4500000,27
GDAX.BTC-USD,1,20230113,163200,18877.4100000,18892.5100000,18876.9000000,18887.0400000,30
GDAX.BTC-USD,1,20230113,163300,18887.1300000,18889.9800000,18873.4500000,18875.7000000,40
GDAX.BTC-USD,1,20230113,163400,18875.1000000,18878.4500000,18871.2800000,18871.2800000,21
GDAX.BTC-USD,1,20230113,163500,18871.4800000,18880.1200000,18870.3300000,18878.0600000,21
GDAX.BTC-USD,1,20230113,163600,18878.0500000,18881.4800000,18875.2500000,18880.1500000,13
GDAX.BTC-USD,1,20230113,163700,18880.1200000,18888.5300000,18877.5400000,18884.7000000,30
GDAX.BTC-USD,1,20230113,163800,18884.7000000,18891.1500000,18882.4200000,18887.2100000,15
GDAX.BTC-USD,1,20230113,163900,18887.2100000,18896.0500000,18887.0100000,18894.0600000,14
GDAX.BTC-USD,1,20230113,164000,18892.9100000,18898.7700000,18891.0500000,18891.0500000,22
GDAX.BTC-USD,1,20230113,164100,18892.0500000,18896.1900000,18889.5300000,18894.6800000,22
GDAX.BTC-USD,1,20230113,164200,18894.6200000,18901.1900000,18892.6200000,18900.8800000,23
GDAX.BTC-USD,1,20230113,164300,18900.8800000,18901.3000000,18888.6700000,18890.8500000,36
GDAX.BTC-USD,1,20230113,164400,18890.8600000,18897.1300000,18887.7800000,18895.8700000,20
GDAX.BTC-USD,1,20230113,164500,18894.9400000,18903.0900000,18892.8900000,18899.2900000,24
GDAX.BTC-USD,1,20230113,164600,18899.2100000,18900.1200000,18885.9200000,18886.5000000,19
GDAX.BTC-USD,1,20230113,164700,18886.5000000,18887.3700000,18867.4800000,18872.0200000,28
GDAX.BTC-USD,1,20230113,164800,18872.0200000,18876.5300000,18865.5300000,18876.1700000,16
GDAX.BTC-USD,1,20230113,164900,18874.4600000,18885.2000000,18874.4600000,18883.9300000,8
GDAX.BTC-USD,1,20230113,165000,18883.4700000,18889.8700000,18880.6700000,18888.6000000,22
GDAX.BTC-USD,1,20230113,165100,18889.2900000,18893.3300000,18886.5900000,18888.8400000,12
GDAX.BTC-USD,1,20230113,165200,18889.9500000,18890.5000000,18885.3400000,18887.5400000,8
GDAX.BTC-USD,1,20230113,165300,18887.5300000,18892.1200000,18883.5700000,18884.7000000,17
GDAX.BTC-USD,1,20230113,165400,18885.9900000,18888.5700000,18863.7600000,18873.5700000,50
GDAX.BTC-USD,1,20230113,165500,18872.8200000,18877.8100000,18869.7000000,18872.2600000,21
GDAX.BTC-USD,1,20230113,165600,18872.2600000,18873.4100000,18852.7700000,18855.7900000,36
GDAX.BTC-USD,1,20230113,165700,18854.0700000,18858.4000000,18836.2900000,18840.9900000,46
GDAX.BTC-USD,1,20230113,165800,18840.8400000,18859.6100000,18839.9700000,18859.6100000,16
GDAX.BTC-USD,1,20230113,165900,18860.1800000,18861.4900000,18850.0900000,18855.0300000,23
GDAX.BTC-USD,1,20230113,170000,18855.5900000,18857.9000000,18850.9400000,18857.5200000,12
GDAX.BTC-USD,1,20230113,170100,18856.6500000,18858.2400000,18847.1600000,18852.1600000,48
GDAX.BTC-USD,1,20230113,170200,18849.8400000,18851.2600000,18839.2600000,18847.0100000,34
GDAX.BTC-USD,1,20230113,170300,18846.5700000,18852.7000000,18835.1100000,18847.6800000,18
GDAX.BTC-USD,1,20230113,170400,18847.9000000,18861.3200000,18847.9000000,18859.1100000,21
GDAX.BTC-USD,1,20230113,170500,18857.2500000,18867.8400000,18857.2500000,18866.8600000,22
GDAX.BTC-USD,1,20230113,170600,18866.5900000,18873.3900000,18862.3300000,18872.1100000,20
GDAX.BTC-USD,1,20230113,170700,18872.1000000,18876.9000000,18872.1000000,18876.8000000,12
GDAX.BTC-USD,1,20230113,170800,18876.8900000,18897.8400000,18874.7100000,18894.5800000,23
GDAX.BTC-USD,1,20230113,170900,18894.5800000,18896.4900000,18885.9400000,18891.5600000,23
GDAX.BTC-USD,1,20230113,171000,18891.5600000,18896.5800000,18885.7300000,18896.1700000,15
GDAX.BTC-USD,1,20230113,171100,18896.1700000,18920.3400000,18895.1400000,18919.8800000,59
GDAX.BTC-USD,1,20230113,171200,18919.8500000,18928.8300000,18917.2600000,18922.5700000,22
GDAX.BTC-USD,1,20230113,171300,18920.8300000,18940.9300000,18915.2000000,18920.3800000,39
GDAX.BTC-USD,1,20230113,171400,18920.3800000,18929.0800000,18918.6700000,18922.1500000,18
GDAX.BTC-USD,1,20230113,171500,18922.9600000,18922.9700000,18905.2400000,18910.2500000,41
GDAX.BTC-USD,1,20230113,171600,18910.2100000,18916.9900000,18902.7500000,18913.5600000,42
GDAX.BTC-USD,1,20230113,171700,18915.0600000,18926.3200000,18913.1400000,18921.5400000,28
GDAX.BTC-USD,1,20230113,171800,18923.0600000,18923.8300000,18915.7900000,18921.6900000,15
GDAX.BTC-USD,1,20230113,171900,18921.6900000,18924.1000000,18917.6300000,18919.4400000,13
GDAX.BTC-USD,1,20230113,172000,18919.3800000,18924.4300000,18909.5100000,18924.0800000,42
GDAX.BTC-USD,1,20230113,172100,18924.0800000,18928.2000000,18922.4300000,18924.8100000,18
GDAX.BTC-USD,1,20230113,172200,18924.7800000,18935.7800000,18923.8000000,18931.8700000,23
GDAX.BTC-USD,1,20230113,172300,18930.5700000,18934.6300000,18923.1600000,18933.2000000,35
GDAX.BTC-USD,1,20230113,172400,18933.1700000,18935.1100000,18929.8600000,18931.0200000,20
GDAX.BTC-USD,1,20230113,172500,18931.0700000,18935.0700000,18921.1000000,18927.7400000,68
GDAX.BTC-USD,1,20230113,172600,18927.1800000,18945.0700000,18926.8800000,18935.2100000,49
GDAX.BTC-USD,1,20230113,172700,18935.2100000,18952.5600000,18935.1300000,18938.0300000,41
GDAX.BTC-USD,1,20230113,172800,18937.7900000,18953.1300000,18936.2900000,18946.7200000,30
GDAX.BTC-USD,1,20230113,172900,18944.7500000,18944.7500000,18925.1000000,18928.2800000,16
GDAX.BTC-USD,1,20230113,173000,18926.6800000,18942.8900000,18910.8900000,18913.8600000,69
GDAX.BTC-USD,1,20230113,173100,18915.1100000,18939.0000000,18911.6900000,18928.7700000,58
GDAX.BTC-USD,1,20230113,173200,18928.7100000,18928.7100000,18909.9600000,18914.4700000,43
GDAX.BTC-USD,1,20230113,173300,18915.9100000,18933.5900000,18906.7000000,18930.3400000,52
GDAX.BTC-USD,1,20230113,173400,18931.1800000,18969.0700000,18924.8200000,18950.1300000,60
GDAX.BTC-USD,1,20230113,173500,18948.9000000,18959.9200000,18937.8100000,18939.6400000,66
GDAX.BTC-USD,1,20230113,173600,18938.3400000,18956.1000000,18932.0900000,18949.1000000,49
GDAX.BTC-USD,1,20230113,173700,18949.1800000,18953.2000000,18938.2300000,18943.2600000,42
GDAX.BTC-USD,1,20230113,173800,18943.0700000,18950.5800000,18922.4800000,18926.6000000,47
GDAX.BTC-USD,1,20230113,173900,18926.2700000,18934.8200000,18914.7500000,18931.5600000,44
GDAX.BTC-USD,1,20230113,174000,18931.5100000,18956.9900000,18931.3500000,18947.0500000,47
GDAX.BTC-USD,1,20230113,174100,18945.5300000,18960.2900000,18936.5200000,18939.5900000,43
GDAX.BTC-USD,1,20230113,174200,18938.5700000,18946.0800000,18927.7400000,18933.1300000,50
GDAX.BTC-USD,1,20230113,174300,18932.0000000,18948.9700000,18927.9900000,18937.5600000,84
GDAX.BTC-USD,1,20230113,174400,18938.3000000,18940.0300000,18926.0400000,18937.5900000,53
GDAX.BTC-USD,1,20230113,174500,18937.5800000,18939.3100000,18919.6700000,18939.3000000,53
GDAX.BTC-USD,1,20230113,174600,18939.2800000,18967.2600000,18934.7700000,18966.6200000,66
GDAX.BTC-USD,1,20230113,174700,18966.0500000,18971.0000000,18957.6000000,18971.0000000,39
GDAX.BTC-USD,1,20230113,174800,18971.0000000,19000.8000000,18970.9900000,18985.4200000,55
GDAX.BTC-USD,1,20230113,174900,18985.3800000,18994.1400000,18976.7000000,18986.5100000,45
GDAX.BTC-USD,1,20230113,175000,18986.5100000,19030.6200000,18979.9100000,19030.5800000,93
GDAX.BTC-USD,1,20230113,175100,19028.0900000,19058.1700000,19006.7700000,19036.9500000,74
GDAX.BTC-USD,1,20230113,175200,19036.0500000,19040.4400000,19006.1500000,19017.0800000,63
GDAX.BTC-USD,1,20230113,175300,19019.3400000,19030.7400000,19006.6600000,19016.7600000,57
GDAX.BTC-USD,1,20230113,175400,19015.5300000,19024.0500000,19003.6000000,19017.8800000,42
GDAX.BTC-USD,1,20230113,175500,19017.1500000,19021.1400000,18999.0700000,19018.9600000,45
GDAX.BTC-USD,1,20230113,175600,19018.9800000,19047.1900000,19014.8000000,19035.8000000,54
GDAX.BTC-USD,1,20230113,175700,19035.6700000,19094.5200000,19027.5100000,19086.9400000,121
GDAX.BTC-USD,1,20230113,175800,19087.0000000,19142.1900000,19048.8400000,19056.9500000,177
GDAX.BTC-USD,1,20230113,175900,19061.1200000,19068.1800000,18994.2700000,19004.1600000,170
GDAX.BTC-USD,1,20230113,180000,18998.6500000,19052.5500000,18989.3100000,19019.5000000,159
GDAX.BTC-USD,1,20230113,180100,19017.1100000,19038.9800000,19004.6200000,19019.5600000,68
GDAX.BTC-USD,1,20230113,180200,19019.5300000,19031.7400000,19010.0900000,19025.6500000,78
GDAX.BTC-USD,1,20230113,180300,19025.6000000,19057.3300000,19014.8100000,19050.7100000,107
GDAX.BTC-USD,1,20230113,180400,19050.8500000,19078.2400000,19045.4900000,19059.8900000,81
GDAX.BTC-USD,1,20230113,180500,19059.7700000,19088.7100000,19051.1300000,19081.7500000,110
GDAX.BTC-USD,1,20230113,180600,19083.4000000,19114.8600000,19061.2900000,19062.2900000,112
GDAX.BTC-USD,1,20230113,180700,19063.1000000,19148.2800000,19044.4000000,19104.1200000,216
GDAX.BTC-USD,1,20230113,180800,19102.3300000,19111.3800000,19082.7700000,19098.6600000,131
GDAX.BTC-USD,1,20230113,180900,19097.2300000,19149.9500000,19083.5900000,19122.3900000,139
GDAX.BTC-USD,1,20230113,181000,19122.9700000,19137.7800000,19105.5400000,19110.5800000,127
GDAX.BTC-USD,1,20230113,181100,19112.0100000,19140.8300000,19107.1100000,19135.9200000,78
GDAX.BTC-USD,1,20230113,181200,19136.8200000,19189.6800000,19115.4500000,19152.5000000,156
GDAX.BTC-USD,1,20230113,181300,19154.4800000,19160.9600000,19131.2600000,19136.9300000,121
GDAX.BTC-USD,1,20230113,181400,19136.2200000,19152.6900000,19131.8700000,19137.3600000,114
GDAX.BTC-USD,1,20230113,181500,19137.3500000,19172.8000000,19137.3500000,19164.1200000,83
GDAX.BTC-USD,1,20230113,181600,19164.0800000,19169.6500000,19133.8600000,19134.5600000,90
GDAX.BTC-USD,1,20230113,181700,19134.6500000,19141.5200000,19093.6000000,19108.8900000,131
GDAX.BTC-USD,1,20230113,181800,19109.2300000,19110.9900000,19083.9300000,19100.0000000,110
GDAX.BTC-USD,1,20230113,181900,19099.9900000,19168.8300000,19099.6100000,19162.8300000,154
GDAX.BTC-USD,1,20230113,182000,19163.8000000,19219.1000000,19161.2400000,19165.9100000,228
GDAX.BTC-USD,1,20230113,182100,19164.3700000,19170.8600000,19143.9100000,19159.7800000,118
GDAX.BTC-USD,1,20230113,182200,19157.3600000,19190.0700000,19152.1200000,19187.4500000,79
GDAX.BTC-USD,1,20230113,182300,19188.2700000,19190.7400000,19169.8800000,19190.7400000,82
GDAX.BTC-USD,1,20230113,182400,19190.5000000,19209.5200000,19181.2600000,19200.5200000,137
GDAX.BTC-USD,1,20230113,182500,19200.4600000,19206.7400000,19179.3700000,19182.6500000,76
GDAX.BTC-USD,1,20230113,182600,19179.8600000,19202.6700000,19177.3000000,19201.5600000,63
GDAX.BTC-USD,1,20230113,182700,19201.7100000,19260.5000000,19195.3600000,19248.3700000,220
GDAX.BTC-USD,1,20230113,182800,19247.8200000,19283.4300000,19229.7100000,19267.8100000,119
GDAX.BTC-USD,1,20230113,182900,19267.8100000,19295.0000000,19254.1400000,19286.9900000,122
GDAX.BTC-USD,1,20230113,183000,19286.9500000,19291.4200000,19250.3900000,19280.3300000,119
GDAX.BTC-USD,1,20230113,183100,19282.0300000,19282.9500000,19226.1500000,19226.1500000,123
GDAX.BTC-USD,1,20230113,183200,19226.8800000,19232.7600000,19206.1000000,19207.0700000,135
GDAX.BTC-USD,1,20230113,183300,19206.9500000,19238.9400000,19204.0800000,19233.1700000,69
GDAX.BTC-USD,1,20230113,183400,19233.2700000,19258.5100000,19227.8300000,19244.0500000,109
GDAX.BTC-USD,1,20230113,183500,19244.0200000,19271.9200000,19239.1500000,19271.3700000,82
GDAX.BTC-USD,1,20230113,183600,19269.7500000,19289.5100000,19259.9700000,19262.8500000,132
GDAX.BTC-USD,1,20230113,183700,19262.4400000,19286.8200000,19253.4900000,19257.3800000,100
GDAX.BTC-USD,1,20230113,183800,19256.8300000,19263.7200000,19232.1300000,19236.9300000,82
GDAX.BTC-USD,1,20230113,183900,19236.9300000,19259.3800000,19234.1400000,19253.5300000,61
GDAX.BTC-USD,1,20230113,184000,19254.1100000,19279.6200000,19251.3400000,19270.9800000,124
GDAX.BTC-USD,1,20230113,184100,19270.9400000,19277.9500000,19250.2900000,19254.6700000,107
GDAX.BTC-USD,1,20230113,184200,19254.5900000,19256.8200000,19240.3500000,19244.7300000,65
GDAX.BTC-USD,1,20230113,184300,19244.7300000,19259.3400000,19231.5300000,19235.5900000,141
GDAX.BTC-USD,1,20230113,184400,19233.8600000,19242.6200000,19222.9200000,19225.0000000,92
GDAX.BTC-USD,1,20230113,184500,19221.9600000,19239.0700000,19218.8500000,19232.2300000,69
GDAX.BTC-USD,1,20230113,184600,19230.6800000,19258.2900000,19229.9900000,19255.3700000,54
GDAX.BTC-USD,1,20230113,184700,19255.3900000,19280.1400000,19249.0900000,19274.8000000,71
GDAX.BTC-USD,1,20230113,184800,19274.8000000,19313.7800000,19270.8400000,19295.3700000,108
GDAX.BTC-USD,1,20230113,184900,19295.3100000,19295.3500000,19245.7700000,19262.3400000,70
GDAX.BTC-USD,1,20230113,185000,19261.2800000,19266.3300000,19236.1500000,19245.5100000,88
GDAX.BTC-USD,1,20230113,185100,19246.4300000,19257.0700000,19237.3600000,19247.5300000,73
GDAX.BTC-USD,1,20230113,185200,19247.5300000,19263.6900000,19244.7000000,19246.6900000,55
GDAX.BTC-USD,1,20230113,185300,19247.3800000,19249.4700000,19237.8800000,19244.7600000,50
GDAX.BTC-USD,1,20230113,185400,19244.7200000,19258.6800000,19239.6500000,19252.2200000,77
GDAX.BTC-USD,1,20230113,185500,19253.3600000,19277.8300000,19251.4000000,19271.5300000,56
GDAX.BTC-USD,1,20230113,185600,19270.8200000,19271.0700000,19250.3500000,19259.1700000,84
GDAX.BTC-USD,1,20230113,185700,19259.1700000,19282.0300000,19258.5400000,19278.3100000,66
GDAX.BTC-USD,1,20230113,185800,19275.8600000,19286.0200000,19264.2200000,19274.7700000,67
GDAX.BTC-USD,1,20230113,185900,19273.9800000,19273.9800000,19263.2500000,19264.1200000,41
GDAX.BTC-USD,1,20230113,190000,19265.7200000,19278.6400000,19244.3800000,19246.7800000,73
GDAX.BTC-USD,1,20230113,190100,19245.7500000,19249.0000000,19215.3300000,19220.9800000,82
GDAX.BTC-USD,1,20230113,190200,19221.3800000,19226.7400000,19193.8200000,19197.1900000,91
GDAX.BTC-USD,1,20230113,190300,19197.1900000,19201.2000000,19185.4500000,19188.7100000,76
GDAX.BTC-USD,1,20230113,190400,19188.6900000,19200.3400000,19183.6800000,19186.7900000,47
GDAX.BTC-USD,1,20230113,190500,19186.8200000,19203.0600000,19181.7900000,19197.4700000,55
GDAX.BTC-USD,1,20230113,190600,19198.8300000,19213.0000000,19198.8000000,19204.5600000,42
GDAX.BTC-USD,1,20230113,190700,19204.5700000,19214.4100000,19195.4600000,19200.0000000,49
GDAX.BTC-USD,1,20230113,190800,19199.7300000,19201.7500000,19183.9000000,19185.7700000,29
GDAX.BTC-USD,1,20230113,190900,19184.2100000,19188.8400000,19154.1000000,19155.0600000,53
GDAX.BTC-USD,1,20230113,191000,19155.3600000,19170.2600000,19137.6000000,19142.1000000,90
GDAX.BTC-USD,1,20230113,191100,19143.9300000,19162.6100000,19143.9300000,19160.0800000,39
GDAX.BTC-USD,1,20230113,191200,19160.0800000,19163.2600000,19128.9800000,19149.3100000,34
GDAX.BTC-USD,1,20230113,191300,19147.2600000,19155.2300000,19133.9600000,19145.7300000,42
GDAX.BTC-USD,1,20230113,191400,19145.1400000,19150.5800000,19135.5100000,19140.0800000,51
GDAX.BTC-USD,1,20230113,191500,19139.6100000,19146.2500000,19089.6200000,19106.4200000,120
GDAX.BTC-USD,1,20230113,191600,19106.1600000,19114.7700000,19080.6900000,19097.9400000,66
GDAX.BTC-USD,1,20230113,191700,19099.6900000,19099.6900000,19065.1500000,19090.4100000,54
GDAX.BTC-USD,1,20230113,191800,19092.9600000,19104.8500000,19088.6300000,19090.4300000,36
GDAX.BTC-USD,1,20230113,191900,19088.5800000,19106.5500000,19084.7600000,19103.4700000,36
GDAX.BTC-USD,1,20230113,192000,19103.4800000,19122.8600000,19087.6100000,19112.6700000,72
GDAX.BTC-USD,1,20230113,192100,19113.5000000,19133.9600000,19113.5000000,19131.0300000,44
