<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.BTC-USD,1,20230101,204900,16572.8200000,16573.3900000,16571.1000000,16572.9900000,4
GDAX.BTC-USD,1,20230101,205000,16572.9800000,16577.5200000,16571.7000000,16576.2800000,7
GDAX.BTC-USD,1,20230101,205100,16575.5400000,16576.1600000,16573.2900000,16574.7500000,4
GDAX.BTC-USD,1,20230101,205200,16574.7300000,16577.4700000,16572.9800000,16573.9600000,7
GDAX.BTC-USD,1,20230101,205300,16573.9400000,16575.0300000,16572.4000000,16572.9100000,4
GDAX.BTC-USD,1,20230101,205400,16572.4600000,16573.9700000,16568.8000000,16569.5900000,6
GDAX.BTC-USD,1,20230101,205500,16569.0900000,16572.0500000,16568.3300000,16571.2500000,5
GDAX.BTC-USD,1,20230101,205600,16571.2500000,16573.1500000,16570.4100000,16572.5100000,2
GDAX.BTC-USD,1,20230101,205700,16572.7200000,16573.3400000,16571.7100000,16572.5700000,5
GDAX.BTC-USD,1,20230101,205800,16572.4900000,16573.2800000,16570.4700000,16570.4700000,2
GDAX.BTC-USD,1,20230101,205900,16571.1700000,16571.7400000,16570.3200000,16571.1000000,2
GDAX.BTC-USD,1,20230101,210000,16571.1000000,16580.3800000,16571.0900000,16579.2000000,8
GDAX.BTC-USD,1,20230101,210100,16579.2000000,16586.8800000,16577.6000000,16583.3200000,16
GDAX.BTC-USD,1,20230101,210200,16583.3500000,16584.0600000,16581.7100000,16582.8700000,5
GDAX.BTC-USD,1,20230101,210300,16583.6000000,16588.2400000,16582.8800000,16587.3100000,7
GDAX.BTC-USD,1,20230101,210400,16587.6700000,16591.9000000,16585.0300000,16588.5100000,20
GDAX.BTC-USD,1,20230101,210500,16587.6000000,16587.6000000,16581.2800000,16584.3200000,13
GDAX.BTC-USD,1,20230101,210600,16583.7900000,16587.0500000,16582.6700000,16585.2300000,8
GDAX.BTC-USD,1,20230101,210700,16585.2200000,16586.4300000,16583.7200000,16583.7200000,2
GDAX.BTC-USD,1,20230101,210800,16585.1600000,16593.3300000,16584.5800000,16593.3100000,10
GDAX.BTC-USD,1,20230101,210900,16593.2100000,16594.8100000,16587.3800000,16587.3800000,6
GDAX.BTC-USD,1,20230101,211000,16587.3900000,16591.1700000,16586.8800000,16590.2400000,5
GDAX.BTC-USD,1,20230101,211100,16590.2400000,16595.6200000,16589.4600000,16590.7400000,5
GDAX.BTC-USD,1,20230101,211200,16590.7400000,16593.4400000,16585.1300000,16588.3200000,9
GDAX.BTC-USD,1,20230101,211300,16588.7400000,16589.2000000,16580.8600000,16581.9300000,7
GDAX.BTC-USD,1,20230101,211400,16582.0200000,16587.3700000,16580.9500000,16584.7500000,8
GDAX.BTC-USD,1,20230101,211500,16585.4500000,16586.4000000,16584.0900000,16584.2700000,2
GDAX.BTC-USD,1,20230101,211600,16584.5900000,16586.2700000,16583.9000000,16585.1800000,2
GDAX.BTC-USD,1,20230101,211700,16585.1800000,16586.2600000,16583.5100000,16583.6800000,3
GDAX.BTC-USD,1,20230101,211800,16583.9900000,16584.2000000,16580.3500000,16582.2500000,6
GDAX.BTC-USD,1,20230101,211900,16582.2500000,16582.6700000,16580.8100000,16581.8700000,3
GDAX.BTC-USD,1,20230101,212000,16581.8700000,16582.0900000,16580.1400000,16581.1600000,2
GDAX.BTC-USD,1,20230101,212100,16581.1500000,16584.9700000,16580.4800000,16583.8000000,3
GDAX.BTC-USD,1,20230101,212200,16583.8000000,16586.0500000,16583.1800000,16584.0800000,2
GDAX.BTC-USD,1,20230101,212300,16584.7100000,16586.4400000,16582.0000000,16585.3400000,4
GDAX.BTC-USD,1,20230101,212400,16585.3400000,16586.6400000,16584.4600000,16586.4400000,2
GDAX.BTC-USD,1,20230101,212500,16586.2000000,16587.2900000,16584.4500000,16586.2700000,4
GDAX.BTC-USD,1,20230101,212600,16586.2700000,16587.2200000,16582.7300000,16585.0800000,8
GDAX.BTC-USD,1,20230101,212700,16585.0600000,16587.2900000,16583.8700000,16586.6000000,7
GDAX.BTC-USD,1,20230101,212800,16586.0400000,16587.7400000,16586.0400000,16587.3900000,2
GDAX.BTC-USD,1,20230101,212900,16586.7300000,16588.0800000,16586.0000000,16587.0500000,2
GDAX.BTC-USD,1,20230101,213000,16586.8400000,16587.0500000,16585.5000000,16586.5000000,2
GDAX.BTC-USD,1,20230101,213100,16586.4800000,16587.0400000,16582.8400000,16584.0500000,4
GDAX.BTC-USD,1,20230101,213200,16584.0200000,16585.2300000,16583.2500000,16585.0300000,2
GDAX.BTC-USD,1,20230101,213300,16585.0200000,16585.2000000,16583.1500000,16583.9500000,1
GDAX.BTC-USD,1,20230101,213400,16583.9500000,16591.3400000,16583.4700000,16590.3800000,10
GDAX.BTC-USD,1,20230101,213500,16590.3800000,16591.3600000,16588.2900000,16591.2200000,4
GDAX.BTC-USD,1,20230101,213600,16591.2200000,16591.2200000,16585.6200000,16587.0500000,4
GDAX.BTC-USD,1,20230101,213700,16586.1600000,16588.6900000,16585.4000000,16586.7700000,7
GDAX.BTC-USD,1,20230101,213800,16586.7700000,16589.6200000,16584.5500000,16588.8400000,8
GDAX.BTC-USD,1,20230101,213900,16588.8300000,16589.6100000,16587.0200000,16589.6000000,3
GDAX.BTC-USD,1,20230101,214000,16589.5800000,16589.7500000,16587.7800000,16589.1900000,4
GDAX.BTC-USD,1,20230101,214100,16589.1900000,16591.0500000,16588.2100000,16590.2200000,5
GDAX.BTC-USD,1,20230101,214200,16590.1000000,16590.9700000,16588.0100000,16590.4900000,4
GDAX.BTC-USD,1,20230101,214300,16590.2000000,16592.1800000,16588.5600000,16589.9900000,2
GDAX.BTC-USD,1,20230101,214400,16589.8400000,16591.2500000,16588.2300000,16589.5500000,3
GDAX.BTC-USD,1,20230101,214500,16589.9800000,16590.6600000,16586.0900000,16586.3500000,5
GDAX.BTC-USD,1,20230101,214600,16586.2700000,16587.8400000,16584.8000000,16585.8400000,4
GDAX.BTC-USD,1,20230101,214700,16586.5500000,16586.5500000,16584.5300000,16585.9800000,3
GDAX.BTC-USD,1,20230101,214800,16585.9800000,16585.9800000,16583.1400000,16584.4300000,3
GDAX.BTC-USD,1,20230101,214900,16584.4300000,16584.4300000,16577.3900000,16579.2200000,9
GDAX.BTC-USD,1,20230101,215000,16579.4600000,16584.3800000,16579.4500000,16584.3800000,9
GDAX.BTC-USD,1,20230101,215100,16584.1300000,16586.8900000,16581.4200000,16583.2100000,4
GDAX.BTC-USD,1,20230101,215200,16583.2300000,16583.8100000,16582.0300000,16583.3300000,2
GDAX.BTC-USD,1,20230101,215300,16583.4100000,16583.7100000,16581.2800000,16583.2700000,7
GDAX.BTC-USD,1,20230101,215400,16583.3800000,16584.5200000,16581.1700000,16583.0800000,4
GDAX.BTC-USD,1,20230101,215500,16583.3500000,16583.4600000,16579.0000000,16581.1100000,6
GDAX.BTC-USD,1,20230101,215600,16580.9900000,16582.1800000,16579.3400000,16580.1800000,4
GDAX.BTC-USD,1,20230101,215700,16580.1800000,16582.0900000,16579.7000000,16581.1700000,2
GDAX.BTC-USD,1,20230101,215800,16582.0500000,16584.1100000,16580.7100000,16583.1200000,5
GDAX.BTC-USD,1,20230101,215900,16583.0800000,16584.5300000,16582.2500000,16583.7400000,4
GDAX.BTC-USD,1,20230101,220000,16583.7000000,16593.6100000,16583.6900000,16593.1200000,9
GDAX.BTC-USD,1,20230101,220100,16593.1600000,16595.3100000,16589.9300000,16590.0100000,7
GDAX.BTC-USD,1,20230101,220200,16590.0100000,16591.7400000,16588.6100000,16590.8300000,6
GDAX.BTC-USD,1,20230101,220300,16590.8400000,16591.8000000,16588.3100000,16589.1400000,6
GDAX.BTC-USD,1,20230101,220400,16590.0000000,16590.0200000,16587.0500000,16588.4000000,3
GDAX.BTC-USD,1,20230101,220500,16588.4800000,16596.1600000,16588.0900000,16595.8800000,7
GDAX.BTC-USD,1,20230101,220600,16595.5700000,16597.8100000,16594.6300000,16595.3500000,6
GDAX.BTC-USD,1,20230101,220700,16595.4600000,16596.8800000,16594.0500000,16595.1900000,2
GDAX.BTC-USD,1,20230101,220800,16595.1900000,16595.9700000,16593.7000000,16594.5700000,1
GDAX.BTC-USD,1,20230101,220900,16594.0400000,16595.1400000,16592.8900000,16593.8300000,2
GDAX.BTC-USD,1,20230101,221000,16593.7800000,16596.1100000,16592.7400000,16595.3700000,10
GDAX.BTC-USD,1,20230101,221100,16594.9300000,16597.6300000,16593.6200000,16596.4200000,4
GDAX.BTC-USD,1,20230101,221200,16596.4000000,16598.5400000,16595.3200000,16597.6900000,3
GDAX.BTC-USD,1,20230101,221300,16597.6800000,16599.9900000,16596.4900000,16597.4900000,10
GDAX.BTC-USD,1,20230101,221400,16597.6200000,16600.8100000,16597.3500000,16598.8500000,27
GDAX.BTC-USD,1,20230101,221500,16598.8500000,16599.5000000,16594.7700000,16596.7300000,6
GDAX.BTC-USD,1,20230101,221600,16597.2700000,16599.2500000,16595.4400000,16598.8900000,4
GDAX.BTC-USD,1,20230101,221700,16598.8800000,16610.8300000,16598.5600000,16606.6700000,37
GDAX.BTC-USD,1,20230101,221800,16606.6700000,16609.9900000,16602.1300000,16608.0100000,17
GDAX.BTC-USD,1,20230101,221900,16608.0100000,16608.8000000,16603.9300000,16605.9400000,11
GDAX.BTC-USD,1,20230101,222000,16605.9400000,16606.9100000,16601.3000000,16601.8700000,6
GDAX.BTC-USD,1,20230101,222100,16602.2000000,16603.0300000,16596.2400000,16599.3800000,8
GDAX.BTC-USD,1,20230101,222200,16598.8100000,16601.6700000,16598.4000000,16599.5800000,5
GDAX.BTC-USD,1,20230101,222300,16599.5800000,16601.6500000,16598.8800000,16600.3000000,6
GDAX.BTC-USD,1,20230101,222400,16600.9900000,16601.2900000,16599.2900000,16601.1400000,1
GDAX.BTC-USD,1,20230101,222500,16600.8000000,16601.8500000,16599.4800000,16601.2400000,4
GDAX.BTC-USD,1,20230101,222600,16601.1200000,16604.9600000,16600.4100000,16603.0700000,7
GDAX.BTC-USD,1,20230101,222700,16603.0700000,16609.1500000,16603.0700000,16607.8800000,5
GDAX.BTC-USD,1,20230101,222800,16607.2100000,16615.4200000,16605.6600000,16613.1400000,60
GDAX.BTC-USD,1,20230101,222900,16613.1300000,16615.8900000,16611.4300000,16612.1800000,12
GDAX.BTC-USD,1,20230101,223000,16612.1300000,16614.5400000,16610.6900000,16613.1800000,7
GDAX.BTC-USD,1,20230101,223100,16613.1900000,16613.4700000,16605.9400000,16609.2400000,16
GDAX.BTC-USD,1,20230101,223200,16609.0900000,16609.9600000,16601.8100000,16603.0300000,9
GDAX.BTC-USD,1,20230101,223300,16603.0200000,16606.6900000,16603.0200000,16606.0000000,5
GDAX.BTC-USD,1,20230101,223400,16605.4300000,16607.2000000,16604.2000000,16606.9600000,2
GDAX.BTC-USD,1,20230101,223500,16606.9600000,16607.2100000,16605.6600000,16606.3900000,2
GDAX.BTC-USD,1,20230101,223600,16606.3400000,16606.8200000,16604.9200000,16605.5700000,2
GDAX.BTC-USD,1,20230101,223700,16605.4900000,16611.2900000,16604.3800000,16610.5200000,5
GDAX.BTC-USD,1,20230101,223800,16610.5100000,16612.5900000,16609.0800000,16610.6900000,4
GDAX.BTC-USD,1,20230101,223900,16610.9900000,16611.2200000,16609.1900000,16610.5900000,2
GDAX.BTC-USD,1,20230101,224000,16611.1600000,16612.2800000,16610.7800000,16611.9100000,3
GDAX.BTC-USD,1,20230101,224100,16611.8900000,16614.0000000,16609.3500000,16610.2700000,12
GDAX.BTC-USD,1,20230101,224200,16610.2700000,16613.9300000,16610.1100000,16613.1600000,3
GDAX.BTC-USD,1,20230101,224300,16613.1700000,16613.1700000,16611.7700000,16611.8200000,2
GDAX.BTC-USD,1,20230101,224400,16612.2300000,16612.2300000,16605.9200000,16606.5600000,8
GDAX.BTC-USD,1,20230101,224500,16606.6000000,16606.6000000,16603.2900000,16604.2200000,4
GDAX.BTC-USD,1,20230101,224600,16604.2200000,16604.2200000,16598.5300000,16599.2500000,7
GDAX.BTC-USD,1,20230101,224700,16598.5400000,16600.2000000,16596.4700000,16599.6700000,8
GDAX.BTC-USD,1,20230101,224800,16599.6700000,16600.2600000,16597.8700000,16599.1900000,6
GDAX.BTC-USD,1,20230101,224900,16599.2000000,16602.0600000,16599.1900000,16599.6200000,6
GDAX.BTC-USD,1,20230101,225000,16598.9700000,16601.4000000,16598.9700000,16600.2000000,3
GDAX.BTC-USD,1,20230101,225100,16600.7100000,16601.7400000,16599.7300000,16601.2300000,2
GDAX.BTC-USD,1,20230101,225200,16601.2300000,16602.2900000,16600.3300000,16601.0600000,4
GDAX.BTC-USD,1,20230101,225300,16600.8300000,16601.5700000,16599.0200000,16601.2400000,3
GDAX.BTC-USD,1,20230101,225400,16601.2400000,16601.5800000,16595.7000000,16596.4900000,7
GDAX.BTC-USD,1,20230101,225500,16595.9700000,16596.6400000,16593.3000000,16594.2500000,6
GDAX.BTC-USD,1,20230101,225600,16594.2600000,16595.0900000,16589.5400000,16590.3800000,7
GDAX.BTC-USD,1,20230101,225700,16590.3800000,16591.1800000,16586.2000000,16588.1300000,10
GDAX.BTC-USD,1,20230101,225800,16588.9100000,16597.0600000,16588.9000000,16593.4100000,16
GDAX.BTC-USD,1,20230101,225900,16593.4100000,16597.4000000,16593.4000000,16596.4800000,3
GDAX.BTC-USD,1,20230101,230000,16596.4600000,16598.5000000,16595.6500000,16597.4300000,5
GDAX.BTC-USD,1,20230101,230100,16597.4300000,16599.2500000,16596.6400000,16597.3800000,4
GDAX.BTC-USD,1,20230101,230200,16597.3600000,16598.0100000,16593.3100000,16594.1600000,6
GDAX.BTC-USD,1,20230101,230300,16594.1600000,16599.6400000,16592.8700000,16597.4200000,9
GDAX.BTC-USD,1,20230101,230400,16597.4200000,16602.8600000,16595.2300000,16599.9100000,11
GDAX.BTC-USD,1,20230101,230500,16599.9000000,16601.6200000,16599.4800000,16601.1900000,2
GDAX.BTC-USD,1,20230101,230600,16600.7000000,16601.6300000,16596.2000000,16598.3800000,7
GDAX.BTC-USD,1,20230101,230700,16598.4100000,16598.7400000,16595.4400000,16596.3600000,2
GDAX.BTC-USD,1,20230101,230800,16596.5200000,16598.2000000,16593.8100000,16595.2100000,7
GDAX.BTC-USD,1,20230101,230900,16595.2000000,16596.2700000,16593.5700000,16594.9500000,3
GDAX.BTC-USD,1,20230101,231000,16594.9500000,16614.7800000,16594.3100000,16606.4900000,332
GDAX.BTC-USD,1,20230101,231100,16606.4900000,16614.2600000,16602.2000000,16602.6500000,134
GDAX.BTC-USD,1,20230101,231200,16602.9000000,16604.3700000,16601.7400000,16604.1100000,6
GDAX.BTC-USD,1,20230101,231300,16602.8600000,16603.8300000,16602.2700000,16603.4500000,4
GDAX.BTC-USD,1,20230101,231400,16603.4400000,16604.3800000,16601.4000000,16602.2600000,15
GDAX.BTC-USD,1,20230101,231500,16602.2500000,16609.2500000,16602.2500000,16606.8600000,10
GDAX.BTC-USD,1,20230101,231600,16606.8600000,16609.0100000,16602.7900000,16605.3500000,22
GDAX.BTC-USD,1,20230101,231700,16604.8200000,16606.0500000,16604.8200000,16605.3600000,3
GDAX.BTC-USD,1,20230101,231800,16605.3600000,16607.6600000,16605.3300000,16606.1900000,9
GDAX.BTC-USD,1,20230101,231900,16606.1900000,16608.0700000,16606.1800000,16607.6600000,24
GDAX.BTC-USD,1,20230101,232000,16607.6600000,16608.7200000,16605.1100000,16605.8300000,20
GDAX.BTC-USD,1,20230101,232100,16605.2700000,16606.9300000,16604.1700000,16605.4100000,10
GDAX.BTC-USD,1,20230101,232200,16604.7000000,16606.2100000,16604.2700000,16605.2600000,6
GDAX.BTC-USD,1,20230101,232300,16605.5100000,16608.8100000,16605.5100000,16608.1300000,8
GDAX.BTC-USD,1,20230101,232400,16608.0400000,16616.2400000,16607.6300000,16613.8700000,14
GDAX.BTC-USD,1,20230101,232500,16614.4100000,16617.5900000,16613.3000000,16614.6200000,13
GDAX.BTC-USD,1,20230101,232600,16614.6200000,16621.0000000,16612.0500000,16613.2800000,35
GDAX.BTC-USD,1,20230101,232700,16613.1500000,16615.9300000,16607.0900000,16607.1000000,11
GDAX.BTC-USD,1,20230101,232800,16607.2500000,16611.2900000,16607.2500000,16610.0900000,8
GDAX.BTC-USD,1,20230101,232900,16610.0200000,16611.2900000,16609.1300000,16610.6300000,2
GDAX.BTC-USD,1,20230101,233000,16610.1300000,16611.5900000,16608.5500000,16610.2800000,9
GDAX.BTC-USD,1,20230101,233100,16610.2800000,16610.5800000,16608.9100000,16610.2400000,2
GDAX.BTC-USD,1,20230101,233200,16610.2400000,16612.9700000,16609.9900000,16610.8600000,11
GDAX.BTC-USD,1,20230101,233300,16610.9700000,16616.4600000,16610.9700000,16616.4500000,13
GDAX.BTC-USD,1,20230101,233400,16615.6800000,16616.6400000,16612.7600000,16613.4600000,9
GDAX.BTC-USD,1,20230101,233500,16613.3200000,16616.1500000,16613.2200000,16615.5200000,6
GDAX.BTC-USD,1,20230101,233600,16614.5500000,16615.5100000,16612.1200000,16613.9000000,5
GDAX.BTC-USD,1,20230101,233700,16613.6800000,16617.7500000,16612.2700000,16615.4900000,8
GDAX.BTC-USD,1,20230101,233800,16615.4900000,16615.8300000,16612.9900000,16613.0800000,10
GDAX.BTC-USD,1,20230101,233900,16613.9000000,16615.1400000,16610.5900000,16610.5900000,5
GDAX.BTC-USD,1,20230101,234000,16611.3800000,16613.9800000,16610.7300000,16612.7400000,7
GDAX.BTC-USD,1,20230101,234100,16612.7400000,16613.9900000,16612.4100000,16613.3200000,4
GDAX.BTC-USD,1,20230101,234200,16613.3200000,16614.0000000,16611.8200000,16612.8600000,7
GDAX.BTC-USD,1,20230101,234300,16612.8600000,16614.0000000,16611.4000000,16611.9400000,8
GDAX.BTC-USD,1,20230101,234400,16611.9500000,16612.8500000,16602.7700000,16604.0100000,14
GDAX.BTC-USD,1,20230101,234500,16603.9900000,16604.9200000,16600.0000000,16602.0200000,32
GDAX.BTC-USD,1,20230101,234600,16602.0200000,16603.3800000,16600.0100000,16601.3300000,10
GDAX.BTC-USD,1,20230101,234700,16601.3000000,16603.1600000,16600.8000000,16601.3800000,9
GDAX.BTC-USD,1,20230101,234800,16601.3900000,16601.9600000,16600.0000000,16600.7700000,4
GDAX.BTC-USD,1,20230101,234900,16600.7700000,16604.3700000,16600.7700000,16602.4700000,11
GDAX.BTC-USD,1,20230101,235000,16602.4700000,16604.0800000,16602.2500000,16604.0800000,6
GDAX.BTC-USD,1,20230101,235100,16604.8600000,16607.4600000,16604.4100000,16606.2900000,8
GDAX.BTC-USD,1,20230101,235200,16606.3400000,16607.5800000,16606.0400000,16607.3600000,4
GDAX.BTC-USD,1,20230101,235300,16607.3600000,16607.8300000,16606.2800000,16607.5600000,3
GDAX.BTC-USD,1,20230101,235400,16607.2900000,16608.7100000,16603.1500000,16603.4200000,10
GDAX.BTC-USD,1,20230101,235500,16603.9700000,16604.0400000,16601.6700000,16603.0200000,8
GDAX.BTC-USD,1,20230101,235600,16603.0200000,16603.6000000,16601.6000000,16603.5400000,7
GDAX.BTC-USD,1,20230101,235700,16603.5400000,16603.5500000,16601.7700000,16602.5300000,6
GDAX.BTC-USD,1,20230101,235800,16602.5200000,16602.6600000,16600.0400000,16600.4000000,8
GDAX.BTC-USD,1,20230101,235900,16600.1900000,16600.9000000,16596.2600000,16599.2400000,17
GDAX.BTC-USD,1,20230102,000000,16598.7700000,16601.5700000,16598.4700000,16599.8700000,7
GDAX.BTC-USD,1,20230102,000100,16599.7500000,16601.7600000,16599.7500000,16600.6300000,6
GDAX.BTC-USD,1,20230102,000200,16600.6400000,16600.6400000,16598.1300000,16599.9300000,14
GDAX.BTC-USD,1,20230102,000300,16599.5800000,16599.5800000,16593.7900000,16595.2100000,8
GDAX.BTC-USD,1,20230102,000400,16595.2000000,16595.2100000,16592.2400000,16592.6000000,10
GDAX.BTC-USD,1,20230102,000500,16592.6100000,16595.6800000,16592.1200000,16595.4300000,11
GDAX.BTC-USD,1,20230102,000600,16594.8900000,16596.7100000,16593.8700000,16595.6700000,10
GDAX.BTC-USD,1,20230102,000700,16595.6700000,16595.7600000,16593.5000000,16594.3400000,6
GDAX.BTC-USD,1,20230102,000800,16594.3400000,16594.3800000,16589.1500000,16591.4600000,10
GDAX.BTC-USD,1,20230102,000900,16591.4600000,16592.0300000,16587.0500000,16587.3600000,12
GDAX.BTC-USD,1,20230102,001000,16587.7600000,16592.6100000,16587.4600000,16591.8400000,7
GDAX.BTC-USD,1,20230102,001100,16591.8200000,16593.1200000,16589.3100000,16589.4400000,7
GDAX.BTC-USD,1,20230102,001200,16589.4400000,16592.4300000,16587.8000000,16589.2400000,11
GDAX.BTC-USD,1,20230102,001300,16589.0600000,16590.7100000,16589.0600000,16590.4200000,5
GDAX.BTC-USD,1,20230102,001400,16590.4200000,16590.6700000,16589.7900000,16590.5100000,5
GDAX.BTC-USD,1,20230102,001500,16590.5100000,16592.3200000,16590.1100000,16591.3500000,8
GDAX.BTC-USD,1,20230102,001600,16591.3600000,16598.0400000,16590.3200000,16596.4300000,10
GDAX.BTC-USD,1,20230102,001700,16596.4300000,16598.8800000,16596.3500000,16597.4800000,2
GDAX.BTC-USD,1,20230102,001800,16597.5500000,16599.6000000,16596.7500000,16598.1000000,5
GDAX.BTC-USD,1,20230102,001900,16598.1000000,16599.4300000,16597.7800000,16597.9200000,2
GDAX.BTC-USD,1,20230102,002000,16597.8200000,16599.4500000,16596.2900000,16596.5900000,6
GDAX.BTC-USD,1,20230102,002100,16596.5900000,16598.3100000,16596.3200000,16597.8900000,3
GDAX.BTC-USD,1,20230102,002200,16597.8600000,16598.4700000,16596.3000000,16597.5600000,3
GDAX.BTC-USD,1,20230102,002300,16597.5300000,16598.7400000,16597.1200000,16597.6800000,6
GDAX.BTC-USD,1,20230102,002400,16597.5700000,16597.6600000,16593.6400000,16594.4900000,5
GDAX.BTC-USD,1,20230102,002500,16594.4900000,16596.0300000,16593.8600000,16594.8400000,6
GDAX.BTC-USD,1,20230102,002600,16594.5200000,16595.8700000,16594.4500000,16594.7600000,4
GDAX.BTC-USD,1,20230102,002700,16595.1600000,16597.1000000,16593.8200000,16594.4000000,10
GDAX.BTC-USD,1,20230102,002800,16594.5600000,16595.1000000,16593.4800000,16593.7500000,5
GDAX.BTC-USD,1,20230102,002900,16594.1400000,16597.0300000,16593.9200000,16596.4800000,5
GDAX.BTC-USD,1,20230102,003000,16595.7700000,16597.0200000,16593.5500000,16594.0500000,3
GDAX.BTC-USD,1,20230102,003100,16594.0400000,16595.4300000,16593.6200000,16593.7400000,2
GDAX.BTC-USD,1,20230102,003200,16593.7400000,16595.1200000,16592.2600000,16592.9700000,7
GDAX.BTC-USD,1,20230102,003300,16592.9600000,16594.7600000,16592.4000000,16592.4000000,7
GDAX.BTC-USD,1,20230102,003400,16592.2800000,16593.6400000,16592.2800000,16592.7100000,3
GDAX.BTC-USD,1,20230102,003500,16592.7100000,16599.9300000,16592.0400000,16598.5200000,18
